0.3_stalin_desc,650_stalin_desc,783_stalin_desc,455_stalin_desc,324_stalin_desc,414_stalin_desc,615_stalin_desc,253_stalin_desc,289_stalin_desc,222_stalin_desc,383_stalin_desc,512_stalin_desc,177_stalin_desc,72_stalin_desc,185_stalin_desc,81_stalin_desc,429_stalin_desc,746_stalin_desc,490_stalin_desc,410_stalin_desc,155_stalin_desc,174_stalin_desc
,559.0,707,337.0,208.0,,,,,,,406.0,,,,,270.0,671.0,359.0,,,
,558.0,707,336.0,207.0,,,,,,,404.0,,,,,270.0,671.0,359.0,,,
,557.0,707,332.0,207.0,,,,,,,403.0,,,,,270.0,671.0,359.0,,,
,557.0,707,0.0,207.0,,,,,,,403.0,,,,,270.0,671.0,359.0,,,
,556.0,707,0.0,206.0,,,,,,,403.0,,,,,270.0,670.0,359.0,,,
,556.0,707,,206.0,,,,,,,403.0,,,,,270.0,669.0,359.0,,,
,556.0,707,,206.0,,,,,,,403.0,,,,,270.0,669.0,359.0,,,
,555.0,707,,206.0,,,,,,,403.0,,,,,270.0,669.0,358.0,,,
,554.0,706,,205.0,,,,,,,403.0,,,,,270.0,668.0,357.0,,,
,550.0,706,,205.0,,,,,,,403.0,,,,,270.0,666.0,357.0,,,
,549.0,705,,204.0,,,,,,,403.0,,,,,269.0,665.0,357.0,,,
,549.0,705,,204.0,,,,,,,403.0,,,,,268.0,665.0,357.0,,,
,547.0,705,,203.0,,,,,,,402.0,,,,,267.0,665.0,357.0,,,
,546.0,705,,203.0,,,,,,,402.0,,,,,267.0,664.0,357.0,,,
,545.0,705,,203.0,,,,,,,400.0,,,,,266.0,664.0,357.0,,,
,545.0,705,,202.0,,,,,,,399.0,,,,,266.0,663.0,355.0,,,
,545.0,705,,202.0,,,,,,,399.0,,,,,265.0,662.0,354.0,,,
,544.0,705,,202.0,,,,,,,399.0,,,,,264.0,662.0,353.0,,,
,542.0,702,,202.0,,,,,,,399.0,,,,,264.0,662.0,353.0,,,
,542.0,700,,201.0,,,,,,,397.0,,,,,264.0,662.0,353.0,,,
,541.0,700,,201.0,,,,,,,397.0,,,,,263.0,,353.0,,,
,541.0,700,,200.0,,,,,,,395.0,,,,,263.0,,352.0,,,
,541.0,700,,200.0,,,,,,,395.0,,,,,263.0,,351.0,,,
,540.0,700,,200.0,,,,,,,394.0,,,,,263.0,,350.0,,,
,539.0,700,,198.0,,,,,,,394.0,,,,,261.0,,350.0,,,
,537.0,700,,198.0,,,,,,,394.0,,,,,260.0,,350.0,,,
,537.0,699,,198.0,,,,,,,394.0,,,,,259.0,,350.0,,,
,537.0,698,,198.0,,,,,,,394.0,,,,,259.0,,349.0,,,
,537.0,698,,198.0,,,,,,,394.0,,,,,259.0,,349.0,,,
,537.0,696,,198.0,,,,,,,393.0,,,,,259.0,,348.0,,,
,536.0,696,,198.0,,,,,,,393.0,,,,,259.0,,348.0,,,
,536.0,695,,198.0,,,,,,,393.0,,,,,259.0,,347.0,,,
,536.0,695,,198.0,,,,,,,392.0,,,,,259.0,,346.0,,,
,536.0,694,,197.0,,,,,,,391.0,,,,,259.0,,346.0,,,
,536.0,694,,197.0,,,,,,,391.0,,,,,259.0,,346.0,,,
,536.0,693,,197.0,,,,,,,391.0,,,,,259.0,,346.0,,,
,536.0,693,,197.0,,,,,,,390.0,,,,,259.0,,346.0,,,
,536.0,692,,197.0,,,,,,,390.0,,,,,259.0,,346.0,,,
,536.0,691,,196.0,,,,,,,390.0,,,,,258.0,,346.0,,,
,535.0,690,,196.0,,,,,,,389.0,,,,,256.0,,346.0,,,
,534.0,690,,195.0,,,,,,,389.0,,,,,256.0,,345.0,,,
,534.0,690,,195.0,,,,,,,388.0,,,,,256.0,,344.0,,,
,534.0,690,,195.0,,,,,,,387.0,,,,,256.0,,343.0,,,
,534.0,689,,195.0,,,,,,,387.0,,,,,256.0,,342.0,,,
,534.0,689,,195.0,,,,,,,384.0,,,,,256.0,,342.0,,,
,534.0,689,,194.0,,,,,,,384.0,,,,,256.0,,342.0,,,
,534.0,689,,192.0,,,,,,,384.0,,,,,256.0,,341.0,,,
,532.0,689,,192.0,,,,,,,384.0,,,,,256.0,,340.0,,,
,532.0,689,,191.0,,,,,,,384.0,,,,,256.0,,339.0,,,
,531.0,688,,190.0,,,,,,,384.0,,,,,256.0,,339.0,,,
,531.0,688,,190.0,,,,,,,383.0,,,,,256.0,,339.0,,,
,530.0,688,,190.0,,,,,,,381.0,,,,,256.0,,338.0,,,
,530.0,688,,190.0,,,,,,,381.0,,,,,255.0,,338.0,,,
,530.0,688,,189.0,,,,,,,381.0,,,,,255.0,,338.0,,,
,530.0,688,,189.0,,,,,,,378.0,,,,,255.0,,337.0,,,
,530.0,688,,189.0,,,,,,,377.0,,,,,255.0,,336.0,,,
,530.0,687,,186.0,,,,,,,377.0,,,,,255.0,,335.0,,,
,529.0,686,,186.0,,,,,,,375.0,,,,,255.0,,334.0,,,
,528.0,686,,186.0,,,,,,,372.0,,,,,255.0,,334.0,,,
,527.0,686,,186.0,,,,,,,372.0,,,,,255.0,,333.0,,,
,527.0,686,,186.0,,,,,,,372.0,,,,,255.0,,333.0,,,
,527.0,686,,186.0,,,,,,,372.0,,,,,255.0,,333.0,,,
,527.0,686,,185.0,,,,,,,372.0,,,,,255.0,,333.0,,,
,526.0,686,,185.0,,,,,,,372.0,,,,,255.0,,333.0,,,
,525.0,686,,184.0,,,,,,,371.0,,,,,255.0,,333.0,,,
,523.0,685,,184.0,,,,,,,371.0,,,,,255.0,,332.0,,,
,523.0,684,,184.0,,,,,,,370.0,,,,,255.0,,331.0,,,
,523.0,684,,184.0,,,,,,,370.0,,,,,255.0,,331.0,,,
,523.0,683,,183.0,,,,,,,370.0,,,,,255.0,,331.0,,,
,523.0,681,,183.0,,,,,,,370.0,,,,,255.0,,331.0,,,
,523.0,680,,182.0,,,,,,,367.0,,,,,255.0,,331.0,,,
,523.0,679,,182.0,,,,,,,367.0,,,,,255.0,,331.0,,,
,523.0,678,,181.0,,,,,,,367.0,,,,,255.0,,331.0,,,
,523.0,677,,181.0,,,,,,,367.0,,,,,255.0,,331.0,,,
,520.0,676,,181.0,,,,,,,367.0,,,,,255.0,,331.0,,,
,520.0,675,,181.0,,,,,,,366.0,,,,,255.0,,331.0,,,
,520.0,675,,181.0,,,,,,,366.0,,,,,255.0,,331.0,,,
,519.0,674,,180.0,,,,,,,366.0,,,,,255.0,,331.0,,,
,519.0,674,,179.0,,,,,,,366.0,,,,,254.0,,331.0,,,
,519.0,674,,179.0,,,,,,,365.0,,,,,254.0,,331.0,,,
,519.0,674,,179.0,,,,,,,364.0,,,,,254.0,,331.0,,,
,519.0,674,,177.0,,,,,,,363.0,,,,,254.0,,331.0,,,
,519.0,674,,176.0,,,,,,,363.0,,,,,254.0,,330.0,,,
,519.0,673,,174.0,,,,,,,362.0,,,,,252.0,,330.0,,,
,519.0,672,,173.0,,,,,,,361.0,,,,,252.0,,330.0,,,
,519.0,672,,173.0,,,,,,,360.0,,,,,252.0,,329.0,,,
,518.0,671,,172.0,,,,,,,359.0,,,,,252.0,,328.0,,,
,516.0,671,,171.0,,,,,,,359.0,,,,,252.0,,327.0,,,
,511.0,671,,170.0,,,,,,,358.0,,,,,252.0,,327.0,,,
,511.0,671,,170.0,,,,,,,358.0,,,,,252.0,,327.0,,,
,510.0,671,,170.0,,,,,,,358.0,,,,,252.0,,327.0,,,
,507.0,671,,170.0,,,,,,,358.0,,,,,252.0,,327.0,,,
,507.0,670,,170.0,,,,,,,356.0,,,,,252.0,,327.0,,,
,507.0,670,,170.0,,,,,,,353.0,,,,,252.0,,327.0,,,
,507.0,669,,170.0,,,,,,,352.0,,,,,252.0,,325.0,,,
,507.0,669,,169.0,,,,,,,352.0,,,,,,,325.0,,,
,504.0,669,,168.0,,,,,,,352.0,,,,,,,324.0,,,
,502.0,669,,168.0,,,,,,,350.0,,,,,,,324.0,,,
,502.0,669,,168.0,,,,,,,350.0,,,,,,,324.0,,,
,501.0,669,,167.0,,,,,,,349.0,,,,,,,324.0,,,
,501.0,669,,166.0,,,,,,,348.0,,,,,,,324.0,,,
,501.0,669,,166.0,,,,,,,346.0,,,,,,,323.0,,,
,501.0,668,,165.0,,,,,,,345.0,,,,,,,323.0,,,
,501.0,666,,163.0,,,,,,,343.0,,,,,,,323.0,,,
,501.0,666,,163.0,,,,,,,342.0,,,,,,,323.0,,,
,501.0,665,,163.0,,,,,,,341.0,,,,,,,323.0,,,
,500.0,665,,163.0,,,,,,,341.0,,,,,,,323.0,,,
,499.0,664,,162.0,,,,,,,340.0,,,,,,,322.0,,,
,495.0,664,,161.0,,,,,,,340.0,,,,,,,321.0,,,
,495.0,664,,161.0,,,,,,,340.0,,,,,,,321.0,,,
,494.0,663,,160.0,,,,,,,339.0,,,,,,,320.0,,,
,492.0,662,,,,,,,,,339.0,,,,,,,318.0,,,
,491.0,662,,,,,,,,,338.0,,,,,,,317.0,,,
,490.0,661,,,,,,,,,337.0,,,,,,,317.0,,,
,489.0,661,,,,,,,,,337.0,,,,,,,317.0,,,
,488.0,661,,,,,,,,,335.0,,,,,,,317.0,,,
,485.0,661,,,,,,,,,334.0,,,,,,,,,,
,484.0,659,,,,,,,,,332.0,,,,,,,,,,
,483.0,658,,,,,,,,,331.0,,,,,,,,,,
,480.0,658,,,,,,,,,329.0,,,,,,,,,,
,478.0,658,,,,,,,,,327.0,,,,,,,,,,
,477.0,658,,,,,,,,,326.0,,,,,,,,,,
,476.0,657,,,,,,,,,326.0,,,,,,,,,,
,475.0,657,,,,,,,,,326.0,,,,,,,,,,
,473.0,657,,,,,,,,,326.0,,,,,,,,,,
,473.0,657,,,,,,,,,326.0,,,,,,,,,,
,473.0,657,,,,,,,,,326.0,,,,,,,,,,
,472.0,656,,,,,,,,,,,,,,,,,,,
,471.0,656,,,,,,,,,,,,,,,,,,,
,470.0,655,,,,,,,,,,,,,,,,,,,
,469.0,655,,,,,,,,,,,,,,,,,,,
,469.0,653,,,,,,,,,,,,,,,,,,,
,469.0,651,,,,,,,,,,,,,,,,,,,
,469.0,650,,,,,,,,,,,,,,,,,,,
,466.0,649,,,,,,,,,,,,,,,,,,,
,466.0,649,,,,,,,,,,,,,,,,,,,
,461.0,648,,,,,,,,,,,,,,,,,,,
,461.0,648,,,,,,,,,,,,,,,,,,,
,460.0,648,,,,,,,,,,,,,,,,,,,
,460.0,647,,,,,,,,,,,,,,,,,,,
,460.0,646,,,,,,,,,,,,,,,,,,,
,460.0,644,,,,,,,,,,,,,,,,,,,
,457.0,643,,,,,,,,,,,,,,,,,,,
,453.0,643,,,,,,,,,,,,,,,,,,,
,453.0,643,,,,,,,,,,,,,,,,,,,
,453.0,643,,,,,,,,,,,,,,,,,,,
,451.0,643,,,,,,,,,,,,,,,,,,,
,449.0,641,,,,,,,,,,,,,,,,,,,
,447.0,640,,,,,,,,,,,,,,,,,,,
,445.0,639,,,,,,,,,,,,,,,,,,,
,444.0,639,,,,,,,,,,,,,,,,,,,
,444.0,639,,,,,,,,,,,,,,,,,,,
,444.0,638,,,,,,,,,,,,,,,,,,,
,444.0,638,,,,,,,,,,,,,,,,,,,
,444.0,638,,,,,,,,,,,,,,,,,,,
,444.0,638,,,,,,,,,,,,,,,,,,,
,444.0,637,,,,,,,,,,,,,,,,,,,
,443.0,637,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,443.0,635,,,,,,,,,,,,,,,,,,,
,442.0,635,,,,,,,,,,,,,,,,,,,
,441.0,635,,,,,,,,,,,,,,,,,,,
,441.0,635,,,,,,,,,,,,,,,,,,,
,439.0,635,,,,,,,,,,,,,,,,,,,
,439.0,635,,,,,,,,,,,,,,,,,,,
,438.0,635,,,,,,,,,,,,,,,,,,,
,437.0,634,,,,,,,,,,,,,,,,,,,
,436.0,634,,,,,,,,,,,,,,,,,,,
,436.0,634,,,,,,,,,,,,,,,,,,,
,436.0,634,,,,,,,,,,,,,,,,,,,
,436.0,634,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,633,,,,,,,,,,,,,,,,,,,
,435.0,631,,,,,,,,,,,,,,,,,,,
,435.0,630,,,,,,,,,,,,,,,,,,,
,435.0,628,,,,,,,,,,,,,,,,,,,
,435.0,628,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,626,,,,,,,,,,,,,,,,,,,
,435.0,624,,,,,,,,,,,,,,,,,,,
,435.0,624,,,,,,,,,,,,,,,,,,,
,435.0,623,,,,,,,,,,,,,,,,,,,
,435.0,622,,,,,,,,,,,,,,,,,,,
,435.0,621,,,,,,,,,,,,,,,,,,,
,435.0,621,,,,,,,,,,,,,,,,,,,
,435.0,621,,,,,,,,,,,,,,,,,,,
,435.0,621,,,,,,,,,,,,,,,,,,,
,435.0,621,,,,,,,,,,,,,,,,,,,
,435.0,620,,,,,,,,,,,,,,,,,,,
,435.0,619,,,,,,,,,,,,,,,,,,,
,435.0,619,,,,,,,,,,,,,,,,,,,
,435.0,619,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,618,,,,,,,,,,,,,,,,,,,
,435.0,617,,,,,,,,,,,,,,,,,,,
,435.0,617,,,,,,,,,,,,,,,,,,,
,434.0,616,,,,,,,,,,,,,,,,,,,
,434.0,616,,,,,,,,,,,,,,,,,,,
,434.0,615,,,,,,,,,,,,,,,,,,,
,434.0,615,,,,,,,,,,,,,,,,,,,
,434.0,615,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,614,,,,,,,,,,,,,,,,,,,
,434.0,612,,,,,,,,,,,,,,,,,,,
,434.0,611,,,,,,,,,,,,,,,,,,,
,434.0,610,,,,,,,,,,,,,,,,,,,
,434.0,610,,,,,,,,,,,,,,,,,,,
,434.0,610,,,,,,,,,,,,,,,,,,,
,434.0,609,,,,,,,,,,,,,,,,,,,
,434.0,608,,,,,,,,,,,,,,,,,,,
,434.0,608,,,,,,,,,,,,,,,,,,,
,434.0,608,,,,,,,,,,,,,,,,,,,
,434.0,608,,,,,,,,,,,,,,,,,,,
,434.0,608,,,,,,,,,,,,,,,,,,,
,434.0,607,,,,,,,,,,,,,,,,,,,
,434.0,606,,,,,,,,,,,,,,,,,,,
,434.0,605,,,,,,,,,,,,,,,,,,,
,434.0,605,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,434.0,604,,,,,,,,,,,,,,,,,,,
,432.0,604,,,,,,,,,,,,,,,,,,,
,431.0,604,,,,,,,,,,,,,,,,,,,
,430.0,603,,,,,,,,,,,,,,,,,,,
,428.0,603,,,,,,,,,,,,,,,,,,,
,428.0,603,,,,,,,,,,,,,,,,,,,
,426.0,602,,,,,,,,,,,,,,,,,,,
,426.0,602,,,,,,,,,,,,,,,,,,,
,425.0,601,,,,,,,,,,,,,,,,,,,
,424.0,601,,,,,,,,,,,,,,,,,,,
,424.0,601,,,,,,,,,,,,,,,,,,,
,424.0,601,,,,,,,,,,,,,,,,,,,
,424.0,601,,,,,,,,,,,,,,,,,,,
,424.0,600,,,,,,,,,,,,,,,,,,,
,424.0,599,,,,,,,,,,,,,,,,,,,
,424.0,599,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,598,,,,,,,,,,,,,,,,,,,
,424.0,597,,,,,,,,,,,,,,,,,,,
,424.0,596,,,,,,,,,,,,,,,,,,,
,424.0,596,,,,,,,,,,,,,,,,,,,
,424.0,596,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,594,,,,,,,,,,,,,,,,,,,
,424.0,592,,,,,,,,,,,,,,,,,,,
,424.0,592,,,,,,,,,,,,,,,,,,,
,424.0,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,592,,,,,,,,,,,,,,,,,,,
,,591,,,,,,,,,,,,,,,,,,,
,,590,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,589,,,,,,,,,,,,,,,,,,,
,,588,,,,,,,,,,,,,,,,,,,
,,587,,,,,,,,,,,,,,,,,,,
,,587,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,586,,,,,,,,,,,,,,,,,,,
,,585,,,,,,,,,,,,,,,,,,,
,,585,,,,,,,,,,,,,,,,,,,
,,585,,,,,,,,,,,,,,,,,,,
,,585,,,,,,,,,,,,,,,,,,,
,,585,,,,,,,,,,,,,,,,,,,
,,584,,,,,,,,,,,,,,,,,,,
,,584,,,,,,,,,,,,,,,,,,,
,,584,,,,,,,,,,,,,,,,,,,
,,584,,,,,,,,,,,,,,,,,,,
,,582,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,581,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,580,,,,,,,,,,,,,,,,,,,
,,579,,,,,,,,,,,,,,,,,,,
,,579,,,,,,,,,,,,,,,,,,,
,,578,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,576,,,,,,,,,,,,,,,,,,,
,,575,,,,,,,,,,,,,,,,,,,
,,575,,,,,,,,,,,,,,,,,,,
,,574,,,,,,,,,,,,,,,,,,,
,,573,,,,,,,,,,,,,,,,,,,
,,572,,,,,,,,,,,,,,,,,,,
,,570,,,,,,,,,,,,,,,,,,,
,,570,,,,,,,,,,,,,,,,,,,
,,570,,,,,,,,,,,,,,,,,,,
,,570,,,,,,,,,,,,,,,,,,,
,,569,,,,,,,,,,,,,,,,,,,
,,569,,,,,,,,,,,,,,,,,,,
,,569,,,,,,,,,,,,,,,,,,,
,,569,,,,,,,,,,,,,,,,,,,
,,569,,,,,,,,,,,,,,,,,,,
,,568,,,,,,,,,,,,,,,,,,,
,,568,,,,,,,,,,,,,,,,,,,
,,567,,,,,,,,,,,,,,,,,,,
,,567,,,,,,,,,,,,,,,,,,,
,,567,,,,,,,,,,,,,,,,,,,
,,566,,,,,,,,,,,,,,,,,,,
,,565,,,,,,,,,,,,,,,,,,,
,,563,,,,,,,,,,,,,,,,,,,
,,562,,,,,,,,,,,,,,,,,,,
,,562,,,,,,,,,,,,,,,,,,,
,,562,,,,,,,,,,,,,,,,,,,
,,561,,,,,,,,,,,,,,,,,,,
,,561,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,560,,,,,,,,,,,,,,,,,,,
,,559,,,,,,,,,,,,,,,,,,,
,,559,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,558,,,,,,,,,,,,,,,,,,,
,,557,,,,,,,,,,,,,,,,,,,
,,556,,,,,,,,,,,,,,,,,,,
,,556,,,,,,,,,,,,,,,,,,,
,,554,,,,,,,,,,,,,,,,,,,
,,554,,,,,,,,,,,,,,,,,,,
,,554,,,,,,,,,,,,,,,,,,,
,,553,,,,,,,,,,,,,,,,,,,
,,553,,,,,,,,,,,,,,,,,,,
,,552,,,,,,,,,,,,,,,,,,,
,,550,,,,,,,,,,,,,,,,,,,
,,548,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,546,,,,,,,,,,,,,,,,,,,
,,545,,,,,,,,,,,,,,,,,,,
,,545,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
,,544,,,,,,,,,,,,,,,,,,,
